x,y
514.4966723522309,225.82675717828533
-765.8467828424822,652.9145597914307
-670.4475712218418,633.0417049512657
-499.11629910995845,239.93505309918874
150.89432069431496,893.0294426955086
-864.9764359629262,565.4333156917673
972.4033262836297,-485.58090785103
-566.3508592296885,5.580938097588614
910.8138817286647,-393.645657795284
-893.7887210725603,-46.844337656359016
860.4200841973802,311.6233380245076
-934.7937753417028,-353.09217895116274
979.86153866877,-549.8800122817624
678.8527323791104,765.9287722340757
-61.21059999551153,-856.641692914756
686.4070096809339,690.1428317020927
995.5881732211833,-611.6778462254941
812.1060824586159,-315.888029622188
210.71312297883424,-896.8222595857192
122.24084821822657,-408.367843348733
552.1676051294332,-359.2553376964704
-744.6096118476858,-485.6087663351092
767.7920968473984,-570.9473480214597
-333.85523832368165,-183.63813514066283
993.078529234941,416.9852583836009
-532.6255807314135,-632.6416586480154
-73.51123630712618,-938.3916302525521
542.0862891321858,-622.4307497595573
-897.9334532511311,10.743660541257896
768.2134975072481,-445.00056042050767
935.8771145896103,158.27015386952849
806.6963100003095,-28.7441037237179
-384.4695419702673,-826.2009136689292
90.69839982035387,-789.9495925727913
-216.94563039586808,-69.6626153082218
-49.31477608637124,97.7207773156224
-566.401259024532,-242.21085787309573
60.42617828484458,-350.31977425163063
-631.2065399621285,61.733417556118866
-951.9143708818043,126.54936906897206
281.17631642147944,390.94249577000505
-609.3564997814933,-45.85507953422359
-291.30024632641266,-253.8216855181514
482.8396159969925,-802.1117077201594
769.4219576733612,283.5034489231059
687.3891184596682,280.4792840063865
654.9321103663874,626.2209535095255
909.7517511209342,290.0086134210876
-504.4510809925544,-439.42479802936396
975.4385321351267,567.033891588602
682.3271623060741,-336.8696603273979
-724.4502930934102,478.4811239497403
735.246802738644,-900.2416404854143
214.14864289696925,171.65939030301524
-34.05453835029323,763.4194868370887
-494.24113405905047,361.6373416041099
-470.00287442363003,-435.28166637133677
95.51431400285264,-381.0936825231497
409.00913026528747,373.0327982684298
-403.44570943758447,-584.6679897066958
108.11178918078622,63.022006561330954
478.71741325828,375.7774032605789
-164.3598765728633,536.0193877777319
326.51404022223005,-23.263250129906396
964.2095956269807,990.466073130895
-254.62087639790968,-142.49498679150224
-861.1496638779439,791.3899788891861
260.9113984304422,519.1310413672772
339.5779313198095,-184.44204980340965
-729.1344718983089,696.2888193645838
-415.5194682858661,794.2461533874696
359.35096776116256,952.3102813826661
-685.3399146750729,-116.46797306478663
-469.86167615633985,199.9076259460055
592.2378099443267,-146.1258957632176
272.87414467278995,-972.6732366434092
71.69243974606434,150.99853045360783
-626.9458266120238,-953.882105932679
880.3779128774138,-896.8784801797518
350.52116112695194,125.66956408559577
832.1533884037044,-542.3941179608953
-438.3451346061198,465.8926825230535
814.6806936270377,440.4732008422957
115.59261893982443,546.8464501596725
545.8409642542492,344.3617093092996
-972.980283732131,354.11558795845986
-787.3583648250107,-854.4182853260224
940.7689779013701,987.4751668202177
-680.1524888894477,679.4624888695646
-168.6364088445713,7.027636178576586
-205.5276119088128,849.4388518806852
-387.7741861978865,331.69252053293144
-621.5011320862302,217.79478389097017
582.1126188998023,-606.2196476615269
441.29515304277356,-546.4498801874254
365.1424867319697,-828.5808080486872
261.0320161302741,-830.6441608037885
-781.8897091264992,996.6366932820276
-174.0860349660229,203.88941142696422
365.32467282286325,-791.5264204493826
-333.2218921571173,-0.8051731694140472
31.678932487771817,-483.15240854982017
-353.27595364166893,927.5967607834466
-633.9531315220743,447.3579396909927
749.9029552254999,673.7305659982924
512.397954980763,-938.3372735454574
-6.762434758558243,-79.56051515944921
-12.867613609350883,428.58655426036125
-604.2017618365232,-670.7743444854573
902.7415874802814,-948.0315790880283
715.0420979946,728.9271585330121
621.5666746548011,-91.13838421852313
-449.11713087885573,283.88372615344497
-250.54446147999715,-466.5099631922516
58.91065378632038,-491.8716863390884
-332.1577478594502,-785.3125132004209
784.4144739209257,418.76603108601626
-748.7163351551844,-292.62174112633545
753.2166836974154,373.79744759968025
-751.9603371859484,-119.91944459253864
-622.6903375693524,615.3225263652009
-101.58943174020817,947.9865495243673
-866.9259918787164,889.0895363294151
93.32393740224938,580.188371642743
944.4611629126618,-948.3804846399418
851.8929505269773,869.0483274532371
-422.1884937130085,-732.8397583675869
-1.4352030903088462,468.50126870691565
956.6181518748303,450.91996150352134
-913.462149884427,-689.3901574541308
-378.69609477662937,536.508076547597
141.08852279208577,39.50609266922197
-208.46321342387148,-807.7515323046212
-221.04117700768745,-179.54518930060817
86.06539468954588,805.902377278732
-727.8565692430581,-957.0281911064966
122.42667269864319,728.5230889677184
238.0541666376157,-441.94507825649066
187.130599005181,757.7073355392711
-790.8228636829391,162.88231196440825
599.2482649436906,-224.4968093925512
666.7532057047183,75.24165870176398
736.2886441850624,-162.29559392631825
-463.4538347503925,-282.9638041192875
-753.1637807016718,-530.9210513630054
397.99798313444785,-567.9460286109663
-574.9641292956676,-5.183827619217595
722.3508947918376,-208.42198678049442
63.47580882740226,900.2413408616417
-284.20738926652336,-540.4613713069102
-985.6565458128896,-162.38146806711097
-478.2887094476682,548.6356749887568
282.89408508773045,632.3443908003323
-690.9843360409777,556.142207152295
864.662038082153,728.7914319555723
149.9547101306739,706.8584859002083
356.2672184168914,851.3566085390755
294.00049929379657,75.13852521228637
77.78737287567833,-685.2880150568603
-72.55418099279052,-831.0587376089749
281.782278878615,-838.7129361977834
-665.7921617415769,577.818032354756
-78.76545786793292,-298.4189293758408
-438.19091205847724,258.1021112893702
-157.02013143256727,111.73948165815204
968.2263419599103,-677.9113722110772
300.21337230185304,144.0901594336251
-90.66845723160793,64.36660602959091
611.5036922548531,615.0533722936439
-501.6858901898098,159.29365179631827
-584.9893181676896,492.60932304803487
-514.6208405984466,-970.2191061924678
455.51886376217226,35.55334352561749
-711.4758179329135,-520.6525909345268
957.8505210270339,-224.3714814640208
-302.6607768491025,512.9762975358492
-89.99878809772201,310.16689674505506
750.565420592493,394.43766815104823
-516.9867036799325,647.8358634145177
888.0427420329797,-897.5913116855503
-23.436661025175226,859.6347657229837
383.85401363975575,77.75873598588828
522.1285424392916,-361.0474363910614
-719.3258490825958,-295.1076008177787
457.5480163780892,-260.61121855254066
-831.426646800094,695.383452717741
290.63867144473056,510.8745670119865
-857.5278940989006,-855.2969904930692
840.6422070351086,183.2747592992755
192.50220657387194,-343.90776236541876
-962.9674670675306,-814.8694602160276
-569.895708599282,-924.3317833407956
-444.1425490855811,-552.92608275056
529.2855137615079,780.4306551716411
-286.5952277733836,-979.0959324050567
-120.72204291673484,-740.0825014592032
374.7879359263959,776.8447571272845
15.229033555292517,-528.3904833137767
-910.57769012857,-832.488179688148
